id_consumo;id_insumo;id_maquina;cantidad;fecha
4519;2201046;MA173;800;21/9/2022
4520;2406557;VA132;2;21/9/2022
4521;3001121;MA102;15;21/9/2022
4522;3003136;OR152;2;21/9/2022
4523;3200398;OR144;2;21/9/2022
4524;1200051;MA092;500;22/9/2022
4525;1200052;OR149;500;22/9/2022
4526;1200056;OR097;500;22/9/2022
4527;1200059;MA073;500;22/9/2022
4528;1207990;VA136;2500;22/9/2022
4529;2106957;MA169;500;22/9/2022
4530;2200630;MA093;60;22/9/2022
4531;1200017;MA111;1000;23/9/2022
4532;1200044;VA165;1000;23/9/2022
4533;1200047;VA164;1500;23/9/2022
4534;1200048;VA164;1000;23/9/2022
4535;1200049;OR144;1000;23/9/2022
4536;1200060;MA150;500;23/9/2022
4537;1200500;MA150;500;23/9/2022
4538;1202294;VA135;250;23/9/2022
4539;1202942;VA157;500;23/9/2022
4540;1203143;VA165;1000;23/9/2022
4541;1204137;MA015;2500;23/9/2022
4542;1204300;MA465;500;23/9/2022
4543;1204785;VA136;250;23/9/2022
4544;1207130;MA112;250;23/9/2022
4545;1207990;VA133;500;23/9/2022
4546;2008920;MA090;5;23/9/2022
4547;2102285;OR148;1;23/9/2022
4548;2178962;MA112;1;23/9/2022
4549;2180376;MA129;2;23/9/2022
4550;2300052;MA153;1;23/9/2022
4551;3001431;MA126;5;23/9/2022
4552;3002637;MA073;3;23/9/2022
4553;3200078;MA059;2;23/9/2022
4554;1200017;MA465;500;27/9/2022
4555;1200044;MA130;500;27/9/2022
4556;1200047;MA089;500;27/9/2022
4557;1200048;MA171;500;27/9/2022
4558;1200049;VA135;2000;27/9/2022
4559;1200064;MA045;500;27/9/2022
4560;1200067;VA166;1;27/9/2022
4561;1200741;OR096;5;27/9/2022
4562;1203143;VA161;2000;27/9/2022
4563;1204137;MA081;2000;27/9/2022
4564;1205975;MA095;30;27/9/2022
4565;1207741;MA050;500;27/9/2022
4566;2006758;MA088;10;27/9/2022
4567;2007003;MA130;2;27/9/2022
4568;2008858;MA090;5;27/9/2022
4569;2124513;MA079;30;27/9/2022
4570;2147894;MA019;30;27/9/2022
4571;2180376;MA101;3;27/9/2022
4572;2400597;OR076;1;27/9/2022
4573;2402039;MA128;1;27/9/2022
4574;2406557;MA081;2;27/9/2022
4575;3003136;VA166;2;27/9/2022
4576;3600017;MA087;2;27/9/2022
4577;1200017;VA137;1500;29/9/2022
4578;1200044;VA160;1500;29/9/2022
4579;1200047;MA113;1500;29/9/2022
4580;1200048;MA001;1500;29/9/2022
4581;1200051;MA005;500;29/9/2022
4582;1200052;MA106;500;29/9/2022
4583;1200056;VA138;500;29/9/2022
4584;1200059;MA087;500;29/9/2022
4585;1200066;OR145;500;29/9/2022
4586;1200825;OR099;1;29/9/2022
4587;1201350;MA100;2;29/9/2022
4588;1202942;VA140;500;29/9/2022
4589;1203143;MA127;500;29/9/2022
4590;1204137;MA078;2500;29/9/2022
4591;2006758;MA155;10;29/9/2022
4592;3001121;MA092;15;29/9/2022
4593;3002637;MA068;3;29/9/2022
4594;3007780;MA122;2;29/9/2022
4595;1200049;MA155;1500;30/9/2022
4596;1203143;VA160;1000;30/9/2022
4597;1204137;VA132;500;30/9/2022
4598;1212740;VA141;1;30/9/2022
4599;1202942;MA090;500;1/10/2022
4600;1203606;MA086;250;1/10/2022
4601;1204300;MA108;250;1/10/2022
4602;1207990;MA043;250;1/10/2022
4603;2201046;OR148;800;1/10/2022
4604;1302533;MA087;1;3/10/2022
4605;2008920;MA171;10;4/10/2022
4606;2100495;OR151;2;4/10/2022
4607;1200049;OR124;500;7/10/2022
4608;1200302;VA158;2000;7/10/2022
4609;1200304;OR125;2000;7/10/2022
4610;1200306;MA043;2000;7/10/2022
4611;1202942;MA131;14250;7/10/2022
4612;1203013;VA163;2;7/10/2022
4613;1204138;MA059;6000;7/10/2022
4614;1302533;VA141;1;7/10/2022
4615;2006758;OR142;20;7/10/2022
4616;2034643;MA068;20;7/10/2022
4617;2100063;MA081;1;7/10/2022
4618;2100170;OR076;4;7/10/2022
4619;2100436;VA137;1;7/10/2022
4620;2100879;MA122;1;7/10/2022
4621;2100983;MA100;100;7/10/2022
4622;2100991;VA141;100;7/10/2022
4623;2101009;MA170;100;7/10/2022
4624;2101033;VA157;100;7/10/2022
4625;2101041;MA005;100;7/10/2022
4626;2101068;VA158;100;7/10/2022
4627;2101076;MA174;100;7/10/2022
4628;2101084;MA150;20;7/10/2022
4629;2101130;VA136;10;7/10/2022
4630;2104636;MT118;50;7/10/2022
4631;2109814;OR149;1;7/10/2022
4632;2111000;MA171;20;7/10/2022
4633;2133254;MA176;50;7/10/2022
4634;3001431;VA159;3;7/10/2022
4635;3003136;MA084;2;7/10/2022
4636;3007780;MA068;2;7/10/2022
4637;3600401;VA156;200;7/10/2022
4638;1203017;MA010;2500;8/10/2022
4639;1204137;OR076;2000;8/10/2022
4640;1200051;MA073;500;11/10/2022
4641;1200052;MA085;500;11/10/2022
4642;1200056;VA135;500;11/10/2022
4643;1200059;MA045;500;11/10/2022
4644;1906173;OR123;2;11/10/2022
4645;2006758;MA147;20;12/10/2022
4646;2100495;MA100;2;12/10/2022
4647;1200049;OR098;1000;14/10/2022
4648;1200050;MA010;1000;14/10/2022
4649;1200052;OR145;500;14/10/2022
4650;1200056;MA177;500;14/10/2022
4651;1200066;VA138;1500;14/10/2022
4652;1200306;MA092;2000;14/10/2022
4653;1200435;VA160;250;14/10/2022
4654;1202294;MA465;250;14/10/2022
4655;1203036;MA091;1000;14/10/2022
4656;1203143;VA134;2000;14/10/2022
4657;1204139;MA001;2000;14/10/2022
4658;1204831;MA153;250;14/10/2022
4659;1207114;MA171;250;14/10/2022
4660;1207915;OR145;250;14/10/2022
4661;1208487;OR143;1500;14/10/2022
4662;1209045;MA172;250;14/10/2022
4663;1905561;OR148;10;14/10/2022
4664;2010143;VA161;5;14/10/2022
4665;2107840;VA159;10;14/10/2022
4666;2107884;VA157;10;14/10/2022
4667;2201105;MA173;2;14/10/2022
4668;3001121;OR125;15;14/10/2022
4669;3002637;OR149;3;14/10/2022
4670;3003136;VA135;3;14/10/2022
4671;1200051;OR099;500;18/10/2022
4672;1200052;MA091;500;18/10/2022
4673;1200056;MA090;500;18/10/2022
4674;1200059;MA059;500;18/10/2022
4675;1200067;MA169;1;18/10/2022
4676;1200069;MA059;1;18/10/2022
4677;1200300;MA172;2000;18/10/2022
4678;1200731;MT118;1;18/10/2022
4679;1200825;MA116;1;18/10/2022
4680;1201350;OR125;1;18/10/2022
4681;1202942;MA036;250;18/10/2022
4682;1203143;OR125;500;18/10/2022
4683;1203301;MA171;1;18/10/2022
4684;1204137;MA103;2500;18/10/2022
4685;1204300;MA093;2500;18/10/2022
4686;1205974;OR151;50;18/10/2022
4687;2008793;MA027;200;18/10/2022
4688;2009064;MA119;400;18/10/2022
4689;2027675;VA160;400;18/10/2022
4690;2100215;MA073;2;18/10/2022
4691;2100266;MA116;12;18/10/2022
4692;2101033;VA133;50;18/10/2022
4693;2104407;MA092;5;18/10/2022
4694;2104733;MA127;5;18/10/2022
4695;2104920;MA106;3;18/10/2022
4696;2108038;MA155;10;18/10/2022
4697;2152914;OR145;6;18/10/2022
4698;2200025;MA110;800;18/10/2022
4699;2201046;MA106;2600;18/10/2022
4700;3001784;MA111;50;18/10/2022
4701;3003136;VA161;3;18/10/2022
4702;1200050;OR098;1000;19/10/2022
4703;1200066;MA115;1000;19/10/2022
4704;1200300;VA132;2000;19/10/2022
4705;1202316;VA159;4;19/10/2022
4706;2011506;MA042;1;19/10/2022
4707;2100029;MA042;1;19/10/2022
4708;2100045;MA107;1;19/10/2022
4709;1200051;MA106;500;22/10/2022
4710;1200052;MT117;500;22/10/2022
4711;1200056;VA166;500;22/10/2022
4712;1200059;MA102;500;22/10/2022
4713;1200821;MA111;2000;22/10/2022
4714;1200051;MA036;1000;24/10/2022
4715;1200052;MA086;1000;24/10/2022
4716;1200056;OR151;1000;24/10/2022
4717;1200059;MA113;1000;24/10/2022
4718;1200325;MA116;20;24/10/2022
4719;1200821;VA141;500;24/10/2022
4720;1204785;MA128;250;24/10/2022
4721;1204831;MA090;250;24/10/2022
4722;1207489;MA176;500;24/10/2022
4723;2006758;MT117;10;24/10/2022
4724;2027718;MA093;1;24/10/2022
4725;3001121;MA131;15;24/10/2022
4726;3007780;MA093;2;24/10/2022
4727;1200044;MA068;500;26/10/2022
4728;1200047;MA155;500;26/10/2022
4729;1200048;MA174;500;26/10/2022
4730;1200049;VA163;2000;26/10/2022
4731;1200051;MA010;500;26/10/2022
4732;1200059;OR097;500;26/10/2022
4733;1200063;VA139;500;26/10/2022
4734;1200065;OR097;500;26/10/2022
4735;1200178;MA050;250;26/10/2022
4736;1200259;VA161;250;26/10/2022
4737;1200302;VA162;250;26/10/2022
4738;1200304;MA131;250;26/10/2022
4739;1200542;OR097;250;26/10/2022
4740;1200769;MT117;15;26/10/2022
4741;1200778;MA121;30;26/10/2022
4742;1202942;MA113;500;26/10/2022
4743;1203013;MA015;2;26/10/2022
4744;1203015;VA166;16;26/10/2022
4745;1203017;OR097;2500;26/10/2022
4746;1203143;MA102;2500;26/10/2022
4747;1203525;MA015;250;26/10/2022
4748;1203584;MA107;250;26/10/2022
4749;1204137;MA050;2500;26/10/2022
4750;1204785;VA159;250;26/10/2022
4751;1204831;MA174;250;26/10/2022
4752;1213056;MA087;250;26/10/2022
4753;1903403;MA116;5;26/10/2022
4754;2009048;MT118;200;26/10/2022
4755;2027675;MA036;300;26/10/2022
4756;2100037;MA110;2;26/10/2022
4757;2100045;OR142;3;26/10/2022
4758;2100244;VA158;1;26/10/2022
4759;2121298;MA127;4;26/10/2022
4760;2300052;OR123;4;26/10/2022
4761;3000257;MA010;10;26/10/2022
4762;3001784;MA094;200;26/10/2022
4763;3003069;MA116;3;26/10/2022
4764;3003136;MA130;2;26/10/2022
4765;1105618;VA133;1;27/10/2022
4766;1200178;VA136;250;27/10/2022
4767;1200259;MA036;250;27/10/2022
4768;1200542;MA079;250;27/10/2022
4769;1202942;MA078;2750;27/10/2022
4770;1203525;MA100;250;27/10/2022
4771;2006758;MA100;20;27/10/2022
4772;1200178;MA080;250;28/10/2022
4773;1200259;MA103;250;28/10/2022
4774;1200542;VA166;250;28/10/2022
4775;1203525;MA027;250;28/10/2022
4776;1204137;VA160;2500;28/10/2022
4777;1200723;MT118;2;29/10/2022
4778;2038595;MA019;1;29/10/2022
4779;2100290;OR099;10;29/10/2022
4780;2100487;MA120;2;29/10/2022
4781;2100495;MA126;2;29/10/2022
4782;2101902;VA156;10;29/10/2022
4783;2133328;MA015;15;29/10/2022
4784;1200017;OR097;1000;1/11/2022
4785;1200044;MA147;1000;1/11/2022
4786;1200047;MT118;500;1/11/2022
4787;1200048;VA157;500;1/11/2022
4788;1903828;MA036;2;1/11/2022
4789;2006758;MA147;1;1/11/2022
4790;2021116;MA115;1;1/11/2022
4791;2100029;MA010;10;1/11/2022
4792;2103471;MA147;2;1/11/2022
4793;2108038;MA119;5;1/11/2022
4794;2152914;MA127;5;1/11/2022
4795;1200001;VA167;5;3/11/2022
4796;1200042;MA146;5;3/11/2022
4797;1202942;OR123;4750;3/11/2022
4798;1204138;VA157;6000;3/11/2022
4799;1200017;VA140;500;7/11/2022
4800;1200044;MA173;500;7/11/2022
4801;1200047;MA171;500;7/11/2022
4802;1200048;MA019;500;7/11/2022
4803;1200060;MA106;500;7/11/2022
4804;1200063;MA001;500;7/11/2022
4805;1200065;VA158;500;7/11/2022
4806;1200067;MA045;1;7/11/2022
4807;1200069;VA166;2;7/11/2022
4808;1200435;MA155;250;7/11/2022
4809;1200731;MA094;4;7/11/2022
4810;1200807;VA156;5;7/11/2022
4811;1200809;OR124;5;7/11/2022
4812;1200825;MA005;2;7/11/2022
4813;1202942;VA157;500;7/11/2022
4814;1203143;VA141;500;7/11/2022
4815;1204785;MA001;500;7/11/2022
4816;1204807;MA107;2;7/11/2022
4817;1204831;MA115;500;7/11/2022
4818;1207114;MT118;250;7/11/2022
4819;1207790;VA156;1;7/11/2022
4820;1207792;MA174;3;7/11/2022
4821;1213056;MA127;500;7/11/2022
4822;1906444;MA088;10;7/11/2022
4823;1909204;VA140;6;7/11/2022
4824;2006758;MA177;20;7/11/2022
4825;2008378;MA086;1;7/11/2022
4826;2008815;VA135;50;7/11/2022
4827;2027718;VA135;1;7/11/2022
4828;2100037;MA043;1;7/11/2022
4829;2100045;VA141;2;7/11/2022
4830;2100547;MA068;10;7/11/2022
4831;2100866;OR097;1;7/11/2022
4832;2104568;MA088;100;7/11/2022
4833;2106590;MA103;1;7/11/2022
4834;2106620;MA111;1;7/11/2022
4835;2106825;VA167;1;7/11/2022
4836;2110121;MA130;1;7/11/2022
4837;2129884;MA011;1;7/11/2022
4838;2168231;MA095;19;7/11/2022
4839;2200630;VA156;200;7/11/2022
4840;2403442;VA156;1;7/11/2022
4841;2406557;MA115;1;7/11/2022
4842;3000168;MA045;10;7/11/2022
4843;3001121;MA109;15;7/11/2022
4844;3003136;MA093;2;7/11/2022
4845;1200049;MA155;3000;10/11/2022
4846;1200051;VA135;500;10/11/2022
4847;1200052;MA094;500;10/11/2022
4848;1200056;OR125;500;10/11/2022
4849;1200059;MA073;500;10/11/2022
4850;1200178;MA019;250;10/11/2022
4851;1200259;VA164;250;10/11/2022
4852;1200300;MA170;2000;10/11/2022
4853;1200542;MA101;250;10/11/2022
4854;1200762;MA121;30;10/11/2022
4855;1200767;MA106;30;10/11/2022
4856;1200777;MA127;1;10/11/2022
4857;1200778;OR076;20;10/11/2022
4858;1200917;MA127;2;10/11/2022
4859;1201350;MA093;1;10/11/2022
4860;1202942;OR098;3250;10/11/2022
4861;1203143;VA161;3000;10/11/2022
4862;1203525;VA134;250;10/11/2022
4863;1204137;MA092;1500;10/11/2022
4864;1205778;VA163;3500;10/11/2022
4865;1207489;MA119;2250;10/11/2022
4866;1213056;MA044;250;10/11/2022
4867;1900005;MA126;10;10/11/2022
4868;1901796;MA107;10;10/11/2022
4869;1906902;OR151;40;10/11/2022
4870;2001222;MA088;6;10/11/2022
4871;2029758;OR151;4;10/11/2022
4872;2201046;VA138;800;10/11/2022
4873;2300109;MA114;1;10/11/2022
4874;2400812;MA112;4;10/11/2022
4875;3003136;OR124;3;10/11/2022
4876;3200035;VA132;4;10/11/2022
4877;1200017;OR098;500;11/11/2022
4878;1200048;OR148;500;11/11/2022
4879;1200056;MA084;500;11/11/2022
4880;1200431;MA050;250;11/11/2022
4881;1202294;OR125;250;11/11/2022
4882;1202942;VA156;3250;11/11/2022
4883;1203011;MA172;250;11/11/2022
4884;1203016;VA157;10;11/11/2022
4885;1204138;VA156;3000;11/11/2022
4886;1204785;VA139;500;11/11/2022
4887;1207114;MA129;250;11/11/2022
4888;1207130;MT104;250;11/11/2022
4889;1207990;MA091;500;11/11/2022
4890;1213056;VA134;500;11/11/2022
4891;2006758;VA136;10;11/11/2022
4892;2109042;VA137;2;11/11/2022
4893;2200025;MA155;200;11/11/2022
4894;2201046;MA146;800;11/11/2022
4895;3001121;MT104;15;11/11/2022
4896;3003136;MA130;2;11/11/2022
4897;1200017;MA005;2000;16/11/2022
4898;1200044;MA100;1500;16/11/2022
4899;1200047;MA042;2000;16/11/2022
4900;1200048;MA177;2000;16/11/2022
4901;1200049;VA133;2000;16/11/2022
4902;1200050;MA045;1500;16/11/2022
4903;1200051;MA129;250;16/11/2022
4904;1200052;MA107;250;16/11/2022
4905;1200056;MA011;250;16/11/2022
4906;1200059;VA141;250;16/11/2022
4907;1200066;MA170;1000;16/11/2022
4908;1200807;MA170;4;16/11/2022
4909;1200809;OR123;4;16/11/2022
4910;1202942;MA120;500;16/11/2022
4911;1203011;VA164;3000;16/11/2022
4912;1203012;MA090;2;16/11/2022
4913;1203017;VA138;2500;16/11/2022
4914;1203143;MA115;500;16/11/2022
4915;1203460;MA147;250;16/11/2022
4916;1204137;MA085;2500;16/11/2022
4917;2006758;MA085;10;16/11/2022
4918;2008793;MT118;200;16/11/2022
4919;2009064;OR145;100;16/11/2022
4920;2015346;VA136;3;16/11/2022
4921;2025702;MA110;3;16/11/2022
4922;2030418;VA159;3;16/11/2022
4923;2100266;MA050;24;16/11/2022
4924;2101100;OR143;10;16/11/2022
4925;2180148;VA158;2;16/11/2022
4926;3007780;OR098;2;16/11/2022
4927;3300374;MA027;24;16/11/2022
4928;3600017;VA140;8;16/11/2022
4929;1207990;OR142;2000;17/11/2022
4930;1200017;MA072;500;18/11/2022
4931;1200037;VA139;1;18/11/2022
4932;1200040;MA001;5;18/11/2022
4933;1200044;VA134;500;18/11/2022
4934;1200047;MA168;500;18/11/2022
4935;1200048;MA127;500;18/11/2022
4936;1200759;OR149;5;18/11/2022
4937;1202942;MA109;500;18/11/2022
4938;1210214;MA089;250;18/11/2022
4939;1210230;MA103;250;18/11/2022
4940;1902401;MA114;6;18/11/2022
4941;1906903;MA168;12;18/11/2022
4942;2100169;VA134;4;18/11/2022
4943;2100770;MA111;20;18/11/2022
4944;3001121;VA136;15;18/11/2022
4945;3003136;VA167;2;18/11/2022
4946;1202294;MA094;1860;21/11/2022
4947;1208012;MA103;1860;21/11/2022
4948;1200418;MA175;2256;22/11/2022
4949;1200500;MA087;2256;22/11/2022
4950;1200051;MA170;250;23/11/2022
4951;1200052;MA120;250;23/11/2022
4952;1200056;MA068;250;23/11/2022
4953;1200418;MA127;2500;23/11/2022
4954;1200500;MA107;2500;23/11/2022
4955;1200767;MA170;20;23/11/2022
4956;1200773;OR143;20;23/11/2022
4957;1202294;MA177;2000;23/11/2022
4958;1206475;VA135;2;23/11/2022
4959;1208012;MA084;2000;23/11/2022
4960;2006758;MA103;10;23/11/2022
4961;2400697;MA113;2;23/11/2022
4962;1200010;MA088;1250;25/11/2022
4963;1200011;VA134;1750;25/11/2022
4964;1200012;MA465;1250;25/11/2022
4965;1200017;VA161;500;25/11/2022
4966;1200044;OR124;1000;25/11/2022
4967;1200047;VA136;500;25/11/2022
4968;1200048;MA150;500;25/11/2022
4969;1200431;MA168;250;25/11/2022
4970;1200472;MA055;3;25/11/2022
4971;1200501;VA164;250;25/11/2022
4972;1200502;MA087;250;25/11/2022
4973;1200917;MA146;2;25/11/2022
4974;1203143;MA044;1500;25/11/2022
4975;1203495;VA161;750;25/11/2022
4976;1203584;MA465;1250;25/11/2022
4977;1203592;VA132;750;25/11/2022
4978;1207114;MA171;250;25/11/2022
4979;1207130;VA140;250;25/11/2022
4980;1208012;MA107;1500;25/11/2022
4981;2001021;MA090;10;25/11/2022
4982;2170459;VA141;300;25/11/2022
4983;2406557;MA011;2;25/11/2022
4984;1905812;MA042;4;26/11/2022
4985;1906452;MA045;4;26/11/2022
4986;2152914;VA161;1;26/11/2022
4987;2152914;MA068;1;26/11/2022
4988;1200011;MA129;250;28/11/2022
4989;1200051;MA092;500;28/11/2022
4990;1200052;MA055;500;28/11/2022
4991;1200056;MA087;500;28/11/2022
4992;1200404;MA044;250;28/11/2022
4993;1200407;MA109;250;28/11/2022
4994;1200412;MA177;250;28/11/2022
4995;1200418;VA165;2500;28/11/2022
4996;1200435;MA011;250;28/11/2022
4997;1200724;VA161;4;28/11/2022
4998;1200764;MT105;4;28/11/2022
4999;1202294;OR096;250;28/11/2022
5000;1203143;MA121;500;28/11/2022
5001;1203495;VA138;250;28/11/2022
5002;1207114;VA161;250;28/11/2022
5003;1207782;MA174;2;28/11/2022
5004;1207915;OR145;250;28/11/2022
5005;2002543;MA176;1;28/11/2022
5006;2004216;MA086;1;28/11/2022
5007;2008793;MA085;200;28/11/2022
5008;2009064;MA129;100;28/11/2022
5009;2024417;OR097;1;28/11/2022
5010;2108038;MA109;6;28/11/2022
5011;2152914;MA086;6;28/11/2022
5012;2201046;MA114;800;28/11/2022
5013;3600995;MA126;5;28/11/2022
5014;1203017;VA132;2000;29/11/2022
5015;1204137;MA127;2000;29/11/2022
5016;2001734;VA156;100;29/11/2022
5017;2406557;MA111;1;29/11/2022
5018;2406565;MA169;1;29/11/2022
5019;1200049;VA137;2500;30/11/2022
5020;1200806;MA091;1;30/11/2022
5021;1200821;MA171;2000;30/11/2022
5022;1202942;MA078;500;30/11/2022
5023;1203017;MA055;500;30/11/2022
5024;1203143;MA126;2500;30/11/2022
5025;1207114;MA114;250;30/11/2022
5026;1207130;VA166;500;30/11/2022
5027;1207915;VA138;500;30/11/2022
5028;1210833;MA107;250;30/11/2022
5029;2000014;MA155;2;30/11/2022
5030;2006758;MA015;20;30/11/2022
5031;3001121;MA131;15;30/11/2022
5032;3003136;OR123;2;30/11/2022
5033;3200044;OR143;2;30/11/2022
5034;1200302;MA154;250;1/12/2022
5035;1200304;OR076;250;1/12/2022
5036;1213361;MA146;1;1/12/2022
5037;1213362;OR123;1;1/12/2022
5038;1204874;MA101;10;2/12/2022
5039;1200302;MA079;250;5/12/2022
5040;1200304;MA001;250;5/12/2022
5041;1200807;OR151;3;5/12/2022
5042;1200809;OR097;3;5/12/2022
5043;1202294;MA176;250;5/12/2022
5044;1202942;OR124;500;5/12/2022
5045;1203495;MA011;500;5/12/2022
5046;1203592;MA110;500;5/12/2022
5047;1204137;OR097;2000;5/12/2022
5048;1204300;MA171;2500;5/12/2022
5049;1207114;MA043;500;5/12/2022
5050;1207130;MA177;500;5/12/2022
5051;1209045;VA133;500;5/12/2022
5052;1210214;MA172;750;5/12/2022
5053;1210222;MA085;750;5/12/2022
5054;1210230;VA132;750;5/12/2022
5055;1210249;MA055;750;5/12/2022
5056;3003136;MA085;3;5/12/2022
5057;1210214;MA078;250;6/12/2022
5058;1200011;VA166;500;12/12/2022
5059;1200049;VA134;500;12/12/2022
5060;1202942;MA009;5500;12/12/2022
5061;1203012;MA128;2;12/12/2022
5062;1203015;MA059;20;12/12/2022
5063;1203143;MA170;500;12/12/2022
5064;1203460;MA005;1000;12/12/2022
5065;1203495;VA140;1000;12/12/2022
5066;1203592;OR096;1000;12/12/2022
5067;1203606;MA150;1000;12/12/2022
5068;1204137;MA172;2000;12/12/2022
5069;1204138;OR097;1000;12/12/2022
5070;1207130;MA169;500;12/12/2022
5071;1210214;OR099;250;12/12/2022
5072;1210222;VA166;250;12/12/2022
5073;1210230;VA160;250;12/12/2022
5074;1210249;OR096;250;12/12/2022
5075;1900091;OR152;2;12/12/2022
5076;1900595;VA160;4;12/12/2022
5077;1906444;MA175;2;12/12/2022
5078;1906672;VA136;2;12/12/2022
5079;2003134;MA015;4;12/12/2022
5080;2006758;MA089;20;12/12/2022
5081;2101100;MA113;20;12/12/2022
5082;2108038;MA103;5;12/12/2022
5083;2152914;MA094;5;12/12/2022
5084;3002637;MA153;6;12/12/2022
5085;3200398;MT105;2;12/12/2022
5086;1200049;MA010;1000;13/12/2022
5087;1200762;OR098;10;13/12/2022
5088;1200767;VA136;30;13/12/2022
5089;1203143;VA138;1000;13/12/2022
5090;1200046;MA122;250;14/12/2022
5091;1200400;MA127;250;14/12/2022
5092;1200432;MT104;250;14/12/2022
5093;1207130;VA135;250;14/12/2022
5094;1901053;OR142;4;14/12/2022
5095;1200012;VA139;250;15/12/2022
5096;1200017;MA085;1000;15/12/2022
5097;1200044;MA050;1000;15/12/2022
5098;1200047;VA156;500;15/12/2022
5099;1200048;MA093;500;15/12/2022
5100;1200049;MA090;2500;15/12/2022
5101;1200064;OR144;500;15/12/2022
5102;1200114;MA103;60;15/12/2022
5103;1200178;MA086;250;15/12/2022
5104;1200259;MA050;250;15/12/2022
5105;1200306;MA115;500;15/12/2022
5106;1200418;MA146;500;15/12/2022
5107;1200444;MA036;250;15/12/2022
5108;1200501;MA092;500;15/12/2022
5109;1200542;VA132;250;15/12/2022
5110;1202294;MA153;500;15/12/2022
5111;1202942;MA085;750;15/12/2022
5112;1203143;VA138;1000;15/12/2022
5113;1204300;MA112;500;15/12/2022
5114;1207930;MA042;250;15/12/2022
5115;1207963;MA094;250;15/12/2022
5116;1207999;MA465;250;15/12/2022
5117;1208487;VA166;250;15/12/2022
5118;1208589;VA160;250;15/12/2022
5119;1210230;MA122;500;15/12/2022
5120;2104733;VA136;1;15/12/2022
5121;2402870;MA089;1;15/12/2022
5122;1202942;MA055;2000;16/12/2022
5123;2400132;MA010;1;16/12/2022
5124;2400898;MA465;4;16/12/2022
5125;2401576;VA136;1;16/12/2022
5126;2404727;MA084;4;16/12/2022
5127;2406557;MA088;1;16/12/2022
5128;1202294;MA111;2000;21/12/2022
5129;1213367;VA158;1;21/12/2022
5130;2005654;MA081;2;21/12/2022
5131;2006758;OR144;20;21/12/2022
5132;2013363;MA073;4;21/12/2022
5133;2104229;VA133;40;21/12/2022
5134;2104733;MA042;3;21/12/2022
5135;3002645;MA110;15;21/12/2022
5136;3003136;MA079;6;21/12/2022
5137;3006804;VA156;8;21/12/2022
5138;1200049;OR151;1000;23/12/2022
5139;1203143;MA050;1500;23/12/2022
5140;2008793;MA072;200;26/12/2022
5141;2200025;OR152;200;26/12/2022
5142;2201046;MA086;400;26/12/2022
5143;3300374;MT118;24;26/12/2022
5144;1202942;MA084;750;28/12/2022
5145;2104407;MA121;5;28/12/2022
5146;2104415;MA100;2;28/12/2022
5147;2104733;MA116;5;28/12/2022
5148;1200037;MA131;3;29/12/2022
5149;2100487;MA174;1;29/12/2022
5150;2108038;MA113;5;29/12/2022
5151;2108678;MA050;3;29/12/2022
5152;2152914;MA019;5;29/12/2022
5153;2104377;MA106;10;3/1/2023
5154;2104920;MA059;8;3/1/2023
5155;2113996;MA073;2;3/1/2023
5156;2126354;VA165;4;3/1/2023
5157;1200045;MA011;500;16/1/2023
5158;1200046;MA147;250;16/1/2023
5159;1200051;MA089;500;16/1/2023
5160;1200052;MA093;500;16/1/2023
5161;1200056;MA073;500;16/1/2023
5162;1200300;VA156;2000;16/1/2023
5163;1200400;MA068;750;16/1/2023
5164;1200404;MA009;750;16/1/2023
5165;1200407;MA092;750;16/1/2023
5166;1200965;OR125;500;16/1/2023
5167;1202942;VA138;500;16/1/2023
5168;1203495;MA027;250;16/1/2023
5169;1203584;MA045;250;16/1/2023
5170;1203592;MA176;250;16/1/2023
5171;2006758;OR148;20;16/1/2023
5172;2152914;MA465;1;16/1/2023
5173;1200034;MA036;1;17/1/2023
5174;1200051;OR125;500;17/1/2023
5175;1200052;MA059;500;17/1/2023
5176;1200056;MA044;500;17/1/2023
5177;1200059;VA139;500;17/1/2023
5178;1200069;MA113;1;17/1/2023
5179;1200200;VA138;1;17/1/2023
5180;1200825;VA135;1;17/1/2023
5181;1203143;MA086;1000;17/1/2023
5182;2121304;MA087;6;17/1/2023
5183;1200049;MA042;1500;18/1/2023
5184;1203143;MA174;500;18/1/2023
5185;2006758;MA010;1;18/1/2023
5186;2006758;MA015;2;18/1/2023
5187;2106957;MA170;6;18/1/2023
5188;1200059;MA036;500;19/1/2023
5189;1200502;MA050;500;19/1/2023
5190;1900626;MA176;10;19/1/2023
5191;1905182;MA120;2;19/1/2023
5192;1906699;MA029;20;19/1/2023
5193;2001041;OR076;1;19/1/2023
5194;2006758;OR096;1;19/1/2023
5195;2100487;MA150;1;19/1/2023
5196;2100495;MA150;1;19/1/2023
5197;2402039;MA119;1;19/1/2023
5198;1200051;VA164;500;20/1/2023
5199;1200052;MA126;500;20/1/2023
5200;1200056;MA055;500;20/1/2023
5201;1201495;MA127;1;20/1/2023
5202;1208841;OR148;1;20/1/2023
5203;1208876;MA116;3;20/1/2023
5204;1208884;MA044;1;20/1/2023
5205;1208892;MA101;2;20/1/2023
5206;1208943;MA155;1;20/1/2023
5207;1208978;VA156;1;20/1/2023
5208;2202224;MA147;20;20/1/2023
5209;1200037;VA135;3;23/1/2023
5210;1200049;MA119;1500;23/1/2023
